ONS.ID,Constituency,Nation,Region,2010.winner,2015.winner,2017.winner,2019.winner,Result.,Runner.up,Majority.2017,Majority.simple,Con.2019,Lab.2019,LDem.2019,Brex.2019,Grn.2019,SNP.2019,PC.2019,UKIP.2019,DUP.2019,SF.2019,SDLP.2019,UUP.2019,Alli.2019,Ind.2019,Oth...Ind,Oth...Ind.1,Turnout.2019,Turnout.2017,Turnout.2015,Turnout.2010,Winner.pct.2019,Runner.up.pct.2019,Con.pct.2019,Lab.pct.2019,LDem.pct.2019,Brex.pct.2019,Grn.pct.2019,SNP.pct.2019,PC.pct.2019,UKIP.pct.2019,DUP.pct.2019,SF.pct.2019,SDLP.pct.2019,UUP.pct.2019,Alli.pct.2019,Ind.pct.2019,Oth...Ind.2,Oth...Ind.3,Con.pct.change.2019,Lab.pct.change.2019,LDem.pct.change.2019,Brex.pct.change.2019,Grn.pct.change.2019,SNP.pct.change.2019,PC.pct.change.2019,UKIP.pct.change.2019,DUP.pct.change.2019,SF.pct.change.2019,SDLP.pct.change.2019,UUP.pct.change.2019,Alli.pct.change.2019,Ind.pct.change.2019,Oth...Ind.4,Oth...Ind.5,1st.place.2017,2nd.place.2017,Con.2017,Lab.2017,LDem.2017,Grn.2017,SNP.2017,PC.2017,UKIP.2017,DUP.2017,SF.2017,SDLP.2017,UUP.2017,Alli.2017,Oth.2017,Con.2015,Lab.2015,LDem.2015,Grn.2015,SNP.2015,PC.2015,UKIP.2015,Oth.2015,leave.vote.pct.2016,pct.18.29,pct.30.44 ,pct.45.64 ,pct.65plus ,born.in.EU.pct ,no.qualifications.pct ,with.degree.pct ,fulltime.students.pct ,student.households.pct ,pct.hhs.2plus.deprivational.indicators ,White.pct ,Mixed.pct ,Indian.pct ,Pakistani.pct ,Bangladeshi.pct ,Chinese.pct ,Other Asian.pct ,Black.pct ,Arab.pct ,Other.pct ,Christian.pct ,Buddhist.pct ,Hindu.pct ,Jewish.pct ,Muslim.pct ,Sikh.pct ,No.religion.pct ,pct.agriculture ,pct.mining ,pct.manufacturing,pct.construction ,pct.wholesale ,pct.transport ,pct.accommodation ,pct.communication ,pct.finance ,pct.real.estate ,pct.professionals ,pct.education ,pct.social work
E14000927,Sittingbourne and Sheppey,ENG,SE,Con,Con,Con,Con,hold,Lab,29.6,47.6,34742,10263,3213,0,1188,0,0,0,0,0,0,0,0,1257,327,404,61.2,62.9,65,64.5,67.6,20,67.6,20,6.3,0,2.3,0,0,0,0,0,0,0,0,2.4,0.6,0.8,7.4,-10.6,3.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,60.2,30.6,2.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,5.5,49.5,19.6,3.2,2.4,NA,NA,24.8,0.6,65.8,14.5,19.5,26.7,16.1,5.3,28.2,7.6,5.8,0,27.7,96.2,1.2,0.5,0.1,0.2,0.2,0.3,1.2,0,0.1,62.8,0.2,0.3,0.1,0.6,0.1,28.9,1.1,0.1,11,11,16.9,6.5,4.5,2.2,3.5,1.4,4.5,8.5,10.4
E14000928,Skipton and Ripon,ENG,YH,Con,Con,Con,Con,hold,Lab,34.4,40.3,34919,11225,8701,0,2748,0,0,0,0,0,0,0,0,0,0,1131,74.6,74.4,71.6,70.7,59.5,19.1,59.5,19.1,14.8,0,4.7,0,0,0,0,0,0,0,0,0,0,1.9,-3.2,-9.2,14.8,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,62.7,28.3,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,2.6,55.4,17.4,7.4,5.7,NA,NA,14,NA,53,10.9,17.5,29.9,21.7,4.5,19.7,18.5,5.3,0,17.9,97.5,0.8,0.2,0.5,0,0.2,0.3,0.3,0.1,0.1,69.2,0.2,0.1,0.1,0.6,0,22,4.6,0.3,8.8,8.8,15.7,3.4,7,2.2,3.8,1.2,6.3,10.5,11.4
E14000929,Sleaford and North Hykeham,ENG,EM,Con,Con,Con,Con,hold,Lab,38.4,48.9,44683,12118,5355,0,1742,0,0,0,0,0,0,0,0,1999,0,657,70.2,72.4,70.2,69.6,67.1,18.2,67.1,18.2,8,0,2.6,0,0,0,0,0,0,0,0,3,0,1,2.9,-7.6,3.9,0,1.1,0,0,-3,0,0,0,0,0,0,0,0,Con,Lab,64.2,25.8,4.1,1.5,NA,NA,3,NA,NA,NA,NA,NA,1.4,56.2,17.3,5.7,NA,NA,NA,15.7,5.2,61.5,10.9,18.4,29.2,21.4,5.3,22,12.5,5.5,0,19.9,98.3,0.7,0.2,0,0.1,0.2,0.2,0.2,0,0.1,70.8,0.2,0.2,0.1,0.2,0,21.1,3,0.2,9.9,8.2,15.9,4,4.6,2.3,1.7,1,4.8,9.4,12.8
E14000930,Slough,ENG,SE,Lab,Lab,Lab,Lab,hold,Con,31.3,25.3,15781,29421,3357,1432,1047,0,0,0,0,0,0,0,0,0,0,0,58.2,65.2,55.9,62,57.6,30.9,30.9,57.6,6.6,2.8,2.1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-5.3,4.2,2.8,2.1,0,0,-2.3,0,0,0,0,0,0,0,0,Lab,Con,31.6,62.9,2.4,NA,NA,NA,2.3,NA,NA,NA,NA,NA,0.8,33.3,48.5,2.6,2.5,NA,NA,13,NA,54.1,18.6,25.4,20.1,9.2,19.5,20.3,17.9,9.6,0.2,28.9,45.1,3.4,15.7,18.3,0.4,0.6,5.4,8.7,0.7,1.9,40.8,0.5,6.2,0.1,23.8,10.6,12,0.1,0.1,8.1,6.1,16.6,12.1,6.9,7.2,2.6,0.8,5,7.2,10.5
E14000931,Solihull,ENG,WM,LDem,Con,Con,Con,hold,Lab,36.2,38.4,32309,11036,9977,0,2022,0,0,0,0,0,0,0,0,0,0,0,70.3,73,70.9,70.8,58.4,19.9,58.4,19.9,18,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0.3,-2,2.3,0,1.7,0,0,-2.3,0,0,0,0,0,0,0,0,Con,Lab,58.1,21.9,15.7,2,NA,NA,2.3,NA,NA,NA,NA,NA,NA,49.2,10.4,25.7,3,NA,NA,11.6,0.2,54.3,12.4,18.6,27.3,20.7,4,20.4,18.7,7.4,0,20.6,86.2,1.8,5.1,2.9,0.5,0.6,1,1.1,0.2,0.6,64.8,0.2,2.9,0.2,4.2,2.4,18.8,0.1,0,9.3,7.7,15.3,3.9,4.5,4.9,5.4,1.5,7.4,11.2,11.8
E14000932,Somerton and Frome,ENG,SW,LDem,Con,Con,Con,hold,LDem,35.8,29.6,36230,8354,17017,0,3295,0,0,0,0,0,0,0,0,0,0,0,75.6,75.7,72.2,74.3,55.8,26.2,55.8,12.9,26.2,0,5.1,0,0,0,0,0,0,0,0,0,0,0,-0.9,-4.3,5.3,0,1.4,0,0,0,0,0,0,0,0,0,0,0,Con,LD,56.7,17.2,20.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,1.6,53,7.3,19.4,9,NA,NA,10.7,0.6,51,10.8,17,30.4,21,5,20.9,16.3,5.6,0,19.4,98.4,0.8,0.1,0,0,0.2,0.2,0.2,0,0.1,64.7,0.3,0.1,0.1,0.2,0,25.8,3.5,0.6,11.4,8.8,15.9,3.7,5.7,3.1,1.7,1.3,6,11.2,11
N06000014,South Antrim,NI,NI,,,DUP,DUP,hold,UUP,NA,NA,0,0,0,0,0,0,0,0,15149,4887,2288,12460,8190,0,0,0,59.9,63.3,NA,NA,35.3,NA,0,0,0,0,0,0,0,0,35.3,11.4,5.3,29,19.1,0,0,0,0,0,0,0,0,0,0,0,-2.9,-6.7,-0.2,-1.8,11.7,0,0,0,DUP,UUP,NA,NA,NA,NA,NA,NA,NA,38.2,18.1,5.5,30.8,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E14000933,South Basildon and East Thurrock,ENG,EAST,Con,Con,Con,Con,hold,Lab,24.4,44,29973,10051,1957,0,0,0,0,0,0,0,0,0,0,3316,0,0,60.8,64.1,62.3,62.3,66.2,22.2,66.2,22.2,4.3,0,0,0,0,0,0,0,0,0,0,7.3,0,0,9.3,-10.3,2.7,0,-1.4,0,0,-6.8,0,0,0,0,0,0,0,0,Con,Lab,56.9,32.5,1.6,1.4,NA,NA,6.8,NA,NA,NA,NA,NA,0.8,43.4,25.2,3,NA,NA,NA,26.5,1.9,73.1,15.1,20.4,27.1,15,3.4,28,7.2,5.9,0.1,27.3,92.9,1.6,1,0.3,0.2,0.3,0.6,2.9,0.1,0.2,61.3,0.3,0.6,0.2,0.9,0.1,30.1,0.3,0,8.8,11.1,18.3,7.4,4.1,2.7,6.6,1.3,4.6,7.8,11.4
E14000934,South Cambridgeshire,ENG,EAST,Con,Con,Con,Con,hold,LDem,24.6,4.3,31015,7803,28111,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7,76.2,73.1,74.8,46.3,42,46.3,11.7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5,-15.5,23.4,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,51.8,27.2,18.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,17.6,15.2,6.3,NA,NA,9.8,NA,38.4,12.4,21.2,27.4,16.8,8.3,14.5,30.1,8,0.1,14.2,92.9,1.8,1.6,0.3,0.2,0.9,1.1,0.8,0.2,0.3,58.6,0.5,0.8,0.3,1.1,0.1,30.1,1.2,0.1,8.6,6.5,12.7,2.8,3.7,6,2.4,1.3,12.6,15.8,13.1
E14000935,South Derbyshire,ENG,EM,Con,Con,Con,Con,hold,Lab,22.7,36.2,33502,14167,3924,0,1788,0,0,0,0,0,0,0,0,0,0,0,67.3,68.9,68.2,71.4,62.8,26.5,62.8,26.5,7.4,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4.1,-9.5,3.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,58.7,36,3.6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,26.8,3.7,2.4,NA,NA,17.7,NA,60.4,13.1,21.7,27.4,15.4,2.7,22,14.4,6.1,0,20.9,95.7,1.1,1.7,0.2,0,0.2,0.3,0.5,0.1,0.2,64,0.2,0.3,0,0.3,1.5,26.8,1.2,0.3,17.1,7.8,16.2,6.3,4.4,2.6,1.9,1,5.5,9.5,12.1
E14000936,South Dorset,ENG,SW,Con,Con,Con,Con,hold,Lab,22.5,33.6,30024,12871,5432,0,2246,0,0,0,0,0,0,0,0,485,0,0,70,71.8,67.5,68.1,58.8,25.2,58.8,25.2,10.6,0,4.4,0,0,0,0,0,0,0,0,0.9,0,0,2.7,-8.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,56.1,33.6,5.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,24.2,6,4.7,NA,NA,15,1.2,59.5,13,17.3,28.7,22.3,5.1,21.8,11.3,5.2,0,23.6,97.7,0.9,0.1,0,0.1,0.2,0.3,0.4,0,0.1,62.2,0.4,0.1,0.1,0.4,0.1,28.2,1.2,0.5,8.1,8.1,14.6,3.7,9.3,2,1.6,1.6,4.5,8.9,13.5
N06000015,South Down,NI,NI,,,SF,SF,hold,SDLP,NA,NA,0,0,0,0,0,0,0,0,7619,16137,14517,3307,6916,0,0,1266,62.9,67.2,NA,NA,32.4,NA,0,0,0,0,0,0,0,0,15.3,32.4,29.2,6.6,13.9,0,0,2.5,0,0,0,0,0,0,0,0,-2.1,-7.5,-5.9,2.7,10.3,0,0,0,SF,SDLP,NA,NA,NA,NA,NA,NA,NA,17.4,39.9,35.1,3.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E14000937,South East Cambridgeshire,ENG,EAST,Con,Con,Con,Con,hold,LDem,25.6,17.8,32187,10492,20697,0,0,0,0,0,0,0,0,0,0,1009,0,0,74.2,73.2,70.4,69.3,50,32.1,50,16.3,32.1,0,0,0,0,0,0,0,0,0,0,1.6,0,0,-3.3,-11.4,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,53.3,27.7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,15.1,20.2,5.1,NA,NA,11.1,NA,45,13,21.9,26.6,16.6,8.7,18.4,23.1,5.7,0,16.6,94.4,1.6,1,0.2,0.1,0.7,0.8,0.8,0.1,0.3,60.5,0.4,0.5,0.2,0.8,0.1,28.9,2.4,0.1,9.3,8,13.5,3.8,3.6,5.6,2,1.4,10.2,13.1,11.5
E14000938,South East Cornwall,ENG,SW,Con,Con,Con,Con,hold,Lab,32.8,39.1,31807,10836,8650,0,1493,0,0,0,0,0,0,0,0,0,0,869,74.7,74,71.1,68.7,59.3,20.2,59.3,20.2,16.1,0,2.8,0,0,0,0,0,0,0,0,0,0,1.6,3.9,-2.4,-3.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,55.4,22.6,19.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,9.3,16.9,5.4,NA,NA,15.2,2.7,54.9,10.8,16.8,31.5,21.7,3.5,21.2,13.4,5.9,0,24,98.6,0.7,0.1,0,0,0.1,0.2,0.1,0,0.1,62.2,0.3,0,0.1,0.1,0,28.4,3.3,0.3,8.7,9,16.4,4.3,7.1,1.8,1.6,1.4,4.3,10.6,12.9
E14000939,South Holland and The Deepings,ENG,EM,Con,Con,Con,Con,hold,Lab,49.5,62.7,37338,6500,3225,0,1613,0,0,0,0,0,0,0,0,503,0,0,64.7,65.9,63.9,65.8,75.9,13.2,75.9,13.2,6.6,0,3.3,0,0,0,0,0,0,0,0,1,0,0,6,-7.2,3.8,0,1.5,0,0,-4.3,0,0,0,0,0,0,0,0,Con,Lab,69.9,20.4,2.8,1.8,NA,NA,4.3,NA,NA,NA,NA,NA,0.7,59.6,12.4,3,3.2,NA,NA,21.8,NA,71.2,12.3,18.3,28.3,21.6,13.4,29.3,7.4,4.8,0,26.1,97.9,0.9,0.3,0.1,0.1,0.2,0.2,0.3,0,0.1,71.8,0.1,0.1,0.1,0.3,0.1,20.1,5.4,0.1,15.4,7.9,20.2,6.3,3.6,1.8,2.5,0.9,4.4,7.3,9.8
E14000940,South Leicestershire,ENG,EM,Con,Con,Con,Con,hold,Lab,32.9,41.8,36791,12787,5452,0,2439,0,0,0,0,0,0,0,0,0,0,0,71.4,71.8,70.1,71.2,64,22.3,64,22.3,9.5,0,4.2,0,0,0,0,0,0,0,0,0,0,0,2.6,-6.2,5.3,0,2.3,0,0,-3.9,0,0,0,0,0,0,0,0,Con,Lab,61.4,28.5,4.2,1.9,NA,NA,3.9,NA,NA,NA,NA,NA,NA,53.2,22,7.4,NA,NA,NA,17.4,NA,58.2,12.9,20.4,28.1,16.9,3.4,21,14.6,6.2,0,17.4,93.3,1.4,3.3,0.2,0,0.3,0.5,0.7,0.1,0.2,60.4,0.2,1.8,0.1,0.6,1.3,28.6,1,0.2,11.4,9.1,19.7,5,4,2.7,3.7,1,5.2,10.3,11.1
E14000941,South Norfolk,ENG,EAST,Con,Con,Con,Con,hold,Lab,27.3,34,36258,14983,8744,0,2499,0,0,0,0,0,0,0,0,0,0,0,72.5,73.6,72.4,72.2,58,24,58,24,14,0,4,0,0,0,0,0,0,0,0,0,0,0,-0.2,-6.9,5.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,58.2,30.9,8.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,18.4,8.2,5.4,NA,NA,13.7,NA,51.1,11.1,18.5,28.9,21.4,3.8,22.2,15,5.3,0,19.1,97.6,1,0.4,0.1,0.1,0.2,0.3,0.3,0.1,0.1,62.6,0.3,0.2,0.1,0.3,0,28.6,3.1,0.3,9.2,8.6,16.3,3.9,4.2,2.4,5.3,1.7,6.6,10.4,13.4
E14000942,South Northamptonshire,ENG,EM,Con,Con,Con,Con,hold,Lab,35.2,41.5,41755,13994,7891,0,2634,0,0,0,0,0,0,0,0,634,0,0,73.7,75.8,71.5,73,62.4,20.9,62.4,20.9,11.8,0,3.9,0,0,0,0,0,0,0,0,0.9,0,0,-0.1,-6.4,6.2,0,1.8,0,0,-2.1,0,0,0,0,0,0,0,0,Con,Lab,62.5,27.3,5.6,2.1,NA,NA,2.1,NA,NA,NA,NA,NA,0.5,60.1,16.7,5.9,3.7,NA,NA,13.5,NA,52.7,11.4,22.1,28.5,14.6,4.9,16.1,19,5.7,0,14.2,94.5,1.6,1.4,0.2,0.1,0.4,0.4,1.1,0.1,0.2,63.4,0.3,0.9,0.1,0.8,0.4,26.8,1.4,0.1,10.2,7.4,17.3,4.6,3.9,4.6,5,1.3,7.4,10.2,9.8
E14000943,South Ribble,ENG,NW,Con,Con,Con,Con,hold,Lab,13.6,20.8,30028,18829,3720,0,1207,0,0,0,0,0,0,0,0,0,0,0,71.4,72.4,68.5,67.9,55.8,35,55.8,35,6.9,0,2.2,0,0,0,0,0,0,0,0,0,0,0,2.9,-4.3,3.1,0,1.3,0,0,-2.5,0,0,0,0,0,0,0,0,Con,Lab,52.9,39.3,3.8,0.9,NA,NA,2.5,NA,NA,NA,NA,NA,0.6,46.4,35.1,4.4,NA,NA,NA,14.1,NA,56.9,13.1,19.4,28.8,18.3,3.2,20.6,15.1,6.1,0,20.3,97.2,1,0.6,0.2,0,0.3,0.2,0.3,0.1,0.1,75.7,0.2,0.4,0.1,0.5,0,16.9,1.9,0,10.8,8.1,16,4.2,4,2.5,2.5,1.5,5.4,10.4,12.3
E14000944,South Shields,ENG,NE,Lab,Lab,Lab,Lab,hold,Con,35.6,13.8,7688,17273,1514,6446,1303,0,0,0,0,0,0,0,0,3658,0,0,60.3,64.3,57.8,57.7,45.6,20.3,20.3,45.6,4,17,3.4,0,0,0,0,0,0,0,0,9.7,0,0,-5.6,-15.9,2.3,17,-0.1,0,0,-7.4,0,0,0,0,0,0,0,0,Lab,Con,25.9,61.5,1.7,3.5,NA,NA,7.4,NA,NA,NA,NA,NA,NA,16.6,51.3,1.8,4.5,NA,NA,22,3.9,62.8,15.4,18.4,28,18.3,1.8,29.1,8.9,7.4,0.2,32.4,94.6,1.1,0.5,0.4,1.6,0.1,0.4,0.4,0.6,0.4,67.6,0.2,0.2,0,2.9,0.3,22.5,0.1,0.9,11.2,7.9,15.1,6.1,5.8,2.4,2.5,1.4,3.6,8.6,15.5
E14000945,South Staffordshire,ENG,WM,Con,Con,Con,Con,hold,Lab,44.5,56.5,36520,8270,3280,0,1935,0,0,0,0,0,0,0,0,0,0,0,67.9,69.6,58.9,68.7,73,16.5,73,16.5,6.6,0,3.9,0,0,0,0,0,0,0,0,0,0,0,3.2,-8.8,4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,69.8,25.3,2.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4,18.4,2.9,2.6,NA,NA,16.7,NA,65.3,12.8,17.9,29.6,20.8,1.8,24.5,12.3,6.4,0,22.1,95.6,1.5,1.4,0.2,0,0.2,0.3,0.6,0,0.2,73.1,0.2,0.4,0,0.4,1.1,18.5,0.8,0.1,12.4,10,16.8,3.8,4.2,2.5,3.8,1.6,5,10.5,11.7
E14000946,South Suffolk,ENG,EAST,Con,Con,Con,Con,hold,Lab,32.7,42.8,33276,10373,6702,0,3144,0,0,0,0,0,0,0,0,0,0,0,70.2,71.8,70.9,70.9,62.2,19.4,62.2,19.4,12.5,0,5.9,0,0,0,0,0,0,0,0,0,0,0,1.7,-8.4,6.7,0,2.7,0,0,-2.7,0,0,0,0,0,0,0,0,Con,Lab,60.5,27.8,5.8,3.2,NA,NA,2.7,NA,NA,NA,NA,NA,NA,53.1,19.3,7.8,4.3,NA,NA,15.2,0.3,54.2,10.7,17.9,29.1,21.6,4.1,22.7,13.8,5.5,0,19.4,97.9,0.9,0.2,0,0.1,0.2,0.3,0.3,0,0.1,63.4,0.2,0.1,0.1,0.2,0,28.2,2,0.1,11.9,9.4,15.5,4.4,5,3,4.4,1.5,6.2,9.7,11
E14000947,South Swindon,ENG,SW,Con,Con,Con,Con,hold,Lab,4.8,13.1,26536,19911,4299,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4,70.8,66.6,64.9,52.3,39.2,52.3,39.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,-4.4,4.4,0,-1.5,0,0,-2.5,0,0,0,0,0,0,0,0,Con,Lab,48.4,43.6,4.1,1.5,NA,NA,2.5,NA,NA,NA,NA,NA,NA,46.2,34.5,3.7,3.6,NA,NA,12,NA,51.6,16.3,22.5,26.1,13.5,9.8,19.6,14.2,6.4,0.1,23.1,86.4,2.3,5,0.8,0.7,0.6,2.2,1.6,0.1,0.4,56.6,0.8,1.7,0.1,2.4,0.7,30.2,0.3,0.1,10.3,6.9,17.4,6.6,5.4,5.1,8,1,5.7,7.3,9.6
E14000948,South Thanet,ENG,SE,Con,Con,Con,Con,hold,Lab,12.9,21.9,27084,16497,2727,0,1949,0,0,0,0,0,0,0,0,0,0,0,65.8,68.8,70.4,64.2,56.1,34.2,56.1,34.2,5.7,0,4,0,0,0,0,0,0,0,0,0,0,0,5.3,-3.7,2.7,0,2.4,0,0,-6,0,0,0,0,0,0,0,0,Con,Lab,50.8,37.9,3,1.6,NA,NA,6,NA,NA,NA,NA,NA,0.6,38.1,23.8,1.9,2.2,NA,NA,32.4,1.6,61.6,13.1,17.2,27,21,9.1,27,11.8,7.3,0.2,29.6,95.6,1.6,0.5,0.1,0.1,0.4,0.7,0.7,0.1,0.2,61.1,0.4,0.5,0.2,0.9,0.1,28.6,1.2,0,7.7,8.8,15.9,5.1,5.8,2,2.8,1.4,6,12.6,14.8
E14000949,South West Bedfordshire,ENG,EAST,Con,Con,Con,Con,hold,Lab,25.4,34.9,32212,13629,5435,0,2031,0,0,0,0,0,0,0,0,0,0,0,66.7,69.8,64.4,66.3,60.4,25.6,60.4,25.6,10.2,0,3.8,0,0,0,0,0,0,0,0,0,0,0,1.2,-8.2,5.5,0,2.1,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,59.2,33.8,4.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.5,55,20.3,5.2,4.1,NA,NA,15.5,NA,58.6,14.2,20.7,27.2,15.5,7,21.2,13.6,6.4,0,20.6,92.5,2.2,1,0.2,0.1,0.5,0.9,2.3,0.1,0.2,61.2,0.4,0.8,0.2,0.9,0.2,29,0.3,0.1,10.2,9.1,18.8,6.4,4.1,4.5,3.1,1.6,6,10.3,9.6
E14000950,South West Devon,ENG,SW,Con,Con,Con,Con,hold,Lab,29.9,40.2,33286,11856,6207,0,2018,0,0,0,0,0,0,0,0,0,0,0,73.6,74.2,70.9,71.2,62.4,22.2,62.4,22.2,11.6,0,3.8,0,0,0,0,0,0,0,0,0,0,0,2.6,-7.7,6.4,0,1.7,0,0,-2.9,0,0,0,0,0,0,0,0,Con,Lab,59.8,29.9,5.2,2.1,NA,NA,2.9,NA,NA,NA,NA,NA,NA,56.6,16.7,7.5,4.8,NA,NA,14.5,NA,55.2,11.6,18,29.2,20.8,3.4,17.9,14.5,6.2,0,18.2,98.5,0.7,0.1,0,0,0.1,0.2,0.2,0,0.1,66.3,0.2,0.1,0,0.2,0,25.6,1.2,0.4,9.3,7.7,15.4,4.5,4,2.4,2.4,1.6,5.2,11.4,14.3
E14000951,South West Hertfordshire,ENG,EAST,Con,Con,Con,Con,hold,Ind,32.2,49.6,30327,7228,6251,0,1466,0,0,0,0,0,0,0,0,15919,0,0,76.1,74.8,71.9,72.5,49.6,NA,49.6,11.8,10.2,0,2.4,0,0,0,0,0,0,0,0,26,0,0,-8.3,-13.9,-1.5,0,-0.2,0,0,-2.1,0,0,0,0,0,0,0,0,Con,Lab,57.9,25.7,11.7,2.6,NA,NA,2.1,NA,NA,NA,NA,NA,NA,56.9,16.3,10.3,4.5,NA,NA,11.5,0.4,46.4,11.7,21,27.5,17.1,6.9,16,26.3,6.7,0,15.8,89.6,2.1,4.1,0.6,0.2,0.6,1.3,1.3,0.1,0.3,59.9,0.4,3.1,1.3,1.7,0.4,25.2,0.3,0.1,5.7,7.9,14.5,4.1,4,7.1,5.3,1.9,10.9,11,10.1
E14000952,South West Norfolk,ENG,EAST,Con,Con,Con,Con,hold,Lab,35,50.9,35507,9312,4166,0,1645,0,0,0,0,0,0,0,0,0,0,836,65.6,67.3,65.1,66.2,69,18.1,69,18.1,8.1,0,3.2,0,0,0,0,0,0,0,0,0,0,1.6,6.2,-9.7,3.6,0,3.2,0,0,-4.9,0,0,0,0,0,0,0,0,Con,Lab,62.8,27.8,4.5,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,50.9,17.3,4.4,4.1,NA,NA,23.3,NA,66.3,13.9,18.1,26.9,20.9,10.2,29.1,8.1,5.1,0,26.1,97.2,1.3,0.2,0.1,0.1,0.2,0.3,0.5,0,0.2,64.7,0.2,0.1,0.1,0.3,0.1,26.6,4.2,0.1,14.4,8.5,16.2,5.1,5.4,1.4,1.8,1.1,3.7,7.8,10.1
E14000953,South West Surrey,ENG,SE,Con,Con,Con,Con,hold,LDem,35.7,14.6,32191,4775,23374,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,77.4,74.1,73.4,53.3,38.7,53.3,7.9,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,-4.7,28.8,0,0,0,0,-1.8,0,0,0,0,0,0,0,0,Con,National Health Action Party,55.7,12.6,9.9,NA,NA,NA,1.8,NA,NA,NA,NA,NA,20,59.9,9.5,6.3,5.4,NA,NA,9.9,9.1,40.6,11,20.4,27,19,7.5,15.1,28,7.6,0.4,14,95.8,1.4,0.5,0.2,0.2,0.5,0.6,0.5,0.2,0.2,64.4,0.4,0.3,0.2,0.7,0.1,25.9,0.5,0.2,5.2,7.1,13.8,3.2,4.4,7.8,5.6,1.7,12,11.7,10.2
E14000954,South West Wiltshire,ENG,SW,Con,Con,Con,Con,hold,Lab,33.5,39.4,33038,11408,8015,0,2434,0,0,0,0,0,0,0,0,0,0,0,70.4,71.2,70.7,68.4,60.2,20.8,60.2,20.8,14.6,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0.2,-5.7,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,60,26.5,9.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,1.1,52.7,13.5,10.6,5.8,NA,NA,17.5,NA,57.7,12.7,18.9,27.4,19.4,8.7,20.9,13.1,5.5,0,20.3,96.8,1.2,0.2,0,0.1,0.3,0.4,0.6,0.2,0.2,62.8,0.3,0.2,0.1,0.6,0,27.7,1.9,0.1,10.9,7.3,17,3.7,6.3,4,2.2,1.3,5.4,9,10.2
